created_date,account_name,campaign_objective,impressions,reach,clicks,link_clicks,content_views,add_to_cart,purchase,purchase_value,amount_spent
2023-03-31,Client F - FMCG,Traffic,881867,117103,54887,45494,0,0,0,0,1896635
2023-03-31,Client F - FMCG,Sales,910965,107522,76690,17812,1094,571,540,1240298,2169333
2023-04-01,Client A - Fashion,Traffic,1079844,634706,116692,34856,0,0,0,0,6204458
2023-04-01,Client A - Fashion,Sales,1674924,168240,39664,26004,2756,1128,1320,2857932,8518968
2023-04-01,Client B - Beauty,Traffic,776546,446628,186682,46696,0,0,0,0,5328408
2023-04-01,Client B - Beauty,Sales,1125046,218940,173594,76404,13316,360,1088,9621184,9167182
2023-04-01,Client C - Fashion,Traffic,666808,722528,174648,33694,0,0,0,0,3954288
2023-04-01,Client C - Fashion,Sales,489540,211160,160484,89168,11118,1256,244,15309090,7371030
2023-04-01,Client D - Beauty,Traffic,273712,569844,197762,58156,0,0,0,0,566474
2023-04-01,Client D - Beauty,Sales,516336,711820,145772,74030,12832,810,106,430354,5834032
2023-04-01,Client E - FMCG,Traffic,1400252,508054,122606,17780,0,0,0,0,5476612
2023-04-01,Client E - FMCG,Sales,1325412,106304,135360,62828,8042,1934,724,7659610,9969022
2023-04-01,Client F - FMCG,Traffic,1958550,782168,146874,26478,0,0,0,0,228746
2023-04-01,Client F - FMCG,Sales,343500,926200,129980,44300,19690,450,1696,2952346,8845120
2023-04-02,Client A - Fashion,Traffic,1774144,145314,79796,78972,0,0,0,0,5819048
2023-04-02,Client A - Fashion,Sales,1432212,995920,103924,47746,19948,1242,1486,9382134,4153364
2023-04-02,Client B - Beauty,Traffic,986782,994006,135098,57334,0,0,0,0,839766
2023-04-02,Client B - Beauty,Sales,1128680,675084,77592,40678,18454,1144,322,5338608,2125440
2023-04-02,Client C - Fashion,Traffic,1002430,324298,158498,80424,0,0,0,0,8012680
2023-04-02,Client C - Fashion,Sales,555270,996982,40018,58020,9854,1570,1240,10668760,9294518
2023-04-02,Client D - Beauty,Traffic,1877806,149116,93524,11808,0,0,0,0,5009312
2023-04-02,Client D - Beauty,Sales,653816,318694,169608,15912,18464,1068,1554,2791762,823760
2023-04-02,Client E - FMCG,Traffic,1467816,518910,72710,57874,0,0,0,0,5687282
2023-04-02,Client E - FMCG,Sales,1071214,325600,61408,96216,9782,266,1688,574370,7938418
2023-04-02,Client F - FMCG,Traffic,1046340,756180,172114,85606,0,0,0,0,6633726
2023-04-02,Client F - FMCG,Sales,1329048,405816,82146,31588,16272,1068,1172,2646976,5613580
2023-04-03,Client A - Fashion,Traffic,694970,750672,23622,78026,0,0,0,0,6898198
2023-04-03,Client A - Fashion,Sales,1197178,571576,56746,72284,3326,1052,1108,10593934,3622596
2023-04-03,Client B - Beauty,Traffic,1034052,968454,121550,75188,0,0,0,0,8241912
2023-04-03,Client B - Beauty,Sales,1668080,409216,84340,21470,15936,1122,688,8779368,2399878
2023-04-03,Client C - Fashion,Traffic,1904406,430942,190194,94922,0,0,0,0,5101394
2023-04-03,Client C - Fashion,Sales,1532770,723584,80534,32614,7638,1654,1670,15103282,8951502
2023-04-03,Client D - Beauty,Traffic,1829368,440986,156522,10644,0,0,0,0,3421520
2023-04-03,Client D - Beauty,Sales,499410,806690,103010,62010,18686,1554,926,15439956,9568006
2023-04-03,Client E - FMCG,Traffic,1994458,529682,145276,38500,0,0,0,0,1666186
2023-04-03,Client E - FMCG,Sales,1975454,820918,50286,92562,5452,1764,1086,7680808,3665472
2023-04-03,Client F - FMCG,Traffic,782996,423838,72008,36732,0,0,0,0,9133922
2023-04-03,Client F - FMCG,Sales,602844,628864,93554,11896,2992,1738,762,13247430,7922410
2023-04-04,Client A - Fashion,Traffic,1303388,600496,67692,25952,0,0,0,0,8838764
2023-04-04,Client A - Fashion,Sales,372722,721684,139378,78972,13526,748,788,539598,6746788
2023-04-04,Client B - Beauty,Traffic,769264,109560,88292,64186,0,0,0,0,2011202
2023-04-04,Client B - Beauty,Sales,726066,568908,122714,67240,6498,544,106,1499110,9007032
2023-04-04,Client C - Fashion,Traffic,1109646,635800,125736,38194,0,0,0,0,6580708
2023-04-04,Client C - Fashion,Sales,706232,871456,158000,11038,6444,1034,428,1230674,3558946
2023-04-04,Client D - Beauty,Traffic,1287356,126216,70200,52476,0,0,0,0,9605014
2023-04-04,Client D - Beauty,Sales,222728,922480,158946,51982,2182,596,972,10882104,5242436
2023-04-04,Client E - FMCG,Traffic,289226,659686,83860,15736,0,0,0,0,972076
2023-04-04,Client E - FMCG,Sales,1940880,858296,158630,88226,18252,1880,1594,8494164,8014370
2023-04-04,Client F - FMCG,Traffic,1083130,377456,175696,81604,0,0,0,0,8048346
2023-04-04,Client F - FMCG,Sales,482340,855058,177582,60824,7648,864,388,14596162,9818436
2023-04-05,Client A - Fashion,Traffic,1403032,232780,22764,62234,0,0,0,0,5080450
2023-04-05,Client A - Fashion,Sales,1303122,174420,173900,97904,7604,812,1210,15901248,7626304
2023-04-05,Client B - Beauty,Traffic,1610162,418014,189540,64498,0,0,0,0,6421814
2023-04-05,Client B - Beauty,Sales,1284086,674476,169356,40506,16594,674,1486,14394190,8378338
2023-04-05,Client C - Fashion,Traffic,1413394,597262,175042,39078,0,0,0,0,9133602
2023-04-05,Client C - Fashion,Sales,1094828,750648,172102,70362,16490,574,1332,11489832,3140188
2023-04-05,Client D - Beauty,Traffic,783850,228018,46146,25814,0,0,0,0,1199834
2023-04-05,Client D - Beauty,Sales,897652,252470,167614,36864,12626,600,654,13444256,4624968
2023-04-05,Client E - FMCG,Traffic,907546,190332,157804,25076,0,0,0,0,3906476
2023-04-05,Client E - FMCG,Sales,1280854,600722,26904,76280,11210,958,1858,8147028,8279610
2023-04-05,Client F - FMCG,Traffic,1326750,208876,131306,11376,0,0,0,0,876208
2023-04-05,Client F - FMCG,Sales,541500,347348,28970,99240,13014,1486,522,405324,7889282
2023-04-06,Client A - Fashion,Traffic,741946,296004,84662,89150,0,0,0,0,9151980
2023-04-06,Client A - Fashion,Sales,289314,873118,120472,77296,5032,1992,112,15218704,2894044
2023-04-06,Client B - Beauty,Traffic,1858310,918658,83440,38066,0,0,0,0,6612880
2023-04-06,Client B - Beauty,Sales,1671260,278824,84248,97856,2306,1330,1976,12537328,3242318
2023-04-06,Client C - Fashion,Traffic,1203358,212244,151958,61366,0,0,0,0,2509378
2023-04-06,Client C - Fashion,Sales,1155630,766500,50784,52736,15556,204,712,9508814,5073864
2023-04-06,Client D - Beauty,Traffic,529986,548956,58840,73538,0,0,0,0,224098
2023-04-06,Client D - Beauty,Sales,704836,518808,108456,22716,17998,1964,1596,6262974,7894918
2023-04-06,Client E - FMCG,Traffic,1905580,354766,57638,45974,0,0,0,0,9866512
2023-04-06,Client E - FMCG,Sales,1764670,627936,62902,26176,10554,528,44,846678,2834784
2023-04-06,Client F - FMCG,Traffic,558182,184324,81338,49406,0,0,0,0,972746
2023-04-06,Client F - FMCG,Sales,1702716,598944,119502,76522,16096,1182,1878,13507400,4004048
2023-04-07,Client A - Fashion,Traffic,1245092,544188,168296,63024,0,0,0,0,9667680
2023-04-07,Client A - Fashion,Sales,1505178,482524,50026,31738,12246,1032,1304,8304510,9351936
2023-04-07,Client B - Beauty,Traffic,644312,817232,35030,13584,0,0,0,0,6793498
2023-04-07,Client B - Beauty,Sales,1920928,942466,189522,92844,5512,1858,1466,2233360,1554136
2023-04-07,Client C - Fashion,Traffic,1680718,354168,87768,99554,0,0,0,0,8275330
2023-04-07,Client C - Fashion,Sales,384212,759252,198132,37964,11848,1482,332,15778834,5697222
2023-04-07,Client D - Beauty,Traffic,732498,732234,128914,45034,0,0,0,0,8999298
2023-04-07,Client D - Beauty,Sales,1099482,921350,26428,55728,16650,1598,1284,12244434,902996
2023-04-07,Client E - FMCG,Traffic,361416,697072,171512,61964,0,0,0,0,6595788
2023-04-07,Client E - FMCG,Sales,1802230,221990,102344,92102,19964,1852,976,3298498,5493766
2023-04-07,Client F - FMCG,Traffic,1868470,908712,114654,85356,0,0,0,0,3239620
2023-04-07,Client F - FMCG,Sales,1836584,482774,37332,99208,7562,1054,1106,12431600,9291504
2023-04-08,Client A - Fashion,Traffic,880848,723302,47516,77408,0,0,0,0,6737256
2023-04-08,Client A - Fashion,Sales,1127488,263442,110944,12652,17442,1262,1932,12749490,1127592
2023-04-08,Client B - Beauty,Traffic,1337444,418882,74442,41844,0,0,0,0,8202966
2023-04-08,Client B - Beauty,Sales,1460132,745358,156936,66566,12462,1622,1596,15207796,2726444
2023-04-08,Client C - Fashion,Traffic,524366,565796,32682,61982,0,0,0,0,702176
2023-04-08,Client C - Fashion,Sales,1756980,861164,184384,47986,19212,590,1292,2261072,4114796
2023-04-08,Client D - Beauty,Traffic,334238,149090,67360,78868,0,0,0,0,3187320
2023-04-08,Client D - Beauty,Sales,731940,622178,176518,49242,5256,966,1896,14766612,6825556
2023-04-08,Client E - FMCG,Traffic,1519536,104516,184804,30012,0,0,0,0,2066864
2023-04-08,Client E - FMCG,Sales,903902,246474,50270,85740,19332,1248,1824,11566728,6752672
2023-04-08,Client F - FMCG,Traffic,950992,941034,135032,85458,0,0,0,0,2390038
2023-04-08,Client F - FMCG,Sales,1676020,173448,135524,42712,13146,1554,194,5534194,7181970
2023-04-09,Client A - Fashion,Traffic,1259958,277666,129860,78596,0,0,0,0,1551462
2023-04-09,Client A - Fashion,Sales,1094836,651332,184942,38080,15562,1604,684,6495516,4442744
2023-04-09,Client B - Beauty,Traffic,364970,157968,156960,25598,0,0,0,0,3367060
2023-04-09,Client B - Beauty,Sales,459278,580280,137152,24708,4744,1290,596,11405734,1332512
2023-04-09,Client C - Fashion,Traffic,1062558,363632,93866,38152,0,0,0,0,2619114
2023-04-09,Client C - Fashion,Sales,608348,960486,52890,71714,3446,616,1254,12917172,3197452
2023-04-09,Client D - Beauty,Traffic,673356,493740,110432,45942,0,0,0,0,1204168
2023-04-09,Client D - Beauty,Sales,1435680,152018,48734,14044,13036,1312,1172,3915346,8851510
2023-04-09,Client E - FMCG,Traffic,1790296,342598,76520,59042,0,0,0,0,9035916
2023-04-09,Client E - FMCG,Sales,1190708,906694,184356,18446,14438,1462,784,3780950,3352462
2023-04-09,Client F - FMCG,Traffic,1397838,541104,23022,88776,0,0,0,0,5563444
2023-04-09,Client F - FMCG,Sales,1371676,795764,145122,72304,15740,1298,336,1906386,2020180
2023-04-10,Client A - Fashion,Traffic,1823096,190350,119368,25754,0,0,0,0,8558316
2023-04-10,Client A - Fashion,Sales,860210,746420,191364,89916,3170,800,634,15422730,1864790
2023-04-10,Client B - Beauty,Traffic,1497744,480452,145036,47468,0,0,0,0,6984890
2023-04-10,Client B - Beauty,Sales,1556132,504232,111310,17378,9522,422,990,6009412,7427386
2023-04-10,Client C - Fashion,Traffic,251658,121202,112654,24954,0,0,0,0,6968910
2023-04-10,Client C - Fashion,Sales,644070,784420,177212,44850,9610,1612,1534,14787610,6391676
2023-04-10,Client D - Beauty,Traffic,338602,908840,193372,36172,0,0,0,0,682222
2023-04-10,Client D - Beauty,Sales,1443586,803776,126916,74730,3428,1704,1662,15895534,5926044
2023-04-10,Client E - FMCG,Traffic,1739564,948006,73816,58434,0,0,0,0,5593794
2023-04-10,Client E - FMCG,Sales,1014854,661118,106966,87228,6028,1320,794,15258722,6796636
2023-04-10,Client F - FMCG,Traffic,205362,163598,136352,85868,0,0,0,0,8683706
2023-04-10,Client F - FMCG,Sales,1690462,167954,134680,32314,8406,1952,1398,10450758,4595420
2023-04-11,Client A - Fashion,Traffic,1574662,613030,196454,11578,0,0,0,0,9470114
2023-04-11,Client A - Fashion,Sales,1880250,577150,59866,96440,2840,666,450,13224698,5442320
2023-04-11,Client B - Beauty,Traffic,1757152,322640,43018,29474,0,0,0,0,3048238
2023-04-11,Client B - Beauty,Sales,1821444,694878,131066,85612,11916,1418,1872,14055400,1795564
2023-04-11,Client C - Fashion,Traffic,808462,930524,186994,77190,0,0,0,0,6420634
2023-04-11,Client C - Fashion,Sales,602944,839754,146754,63248,6566,1844,70,2086642,4123820
2023-04-11,Client D - Beauty,Traffic,1040800,544724,134338,31794,0,0,0,0,2667168
2023-04-11,Client D - Beauty,Sales,588102,309346,163634,59382,3964,1364,596,14824512,7552046
2023-04-11,Client E - FMCG,Traffic,397776,551640,189772,73378,0,0,0,0,4328210
2023-04-11,Client E - FMCG,Sales,794624,220082,123058,74288,19102,242,1638,7837684,4824154
2023-04-11,Client F - FMCG,Traffic,1320930,244642,74658,47844,0,0,0,0,5393356
2023-04-11,Client F - FMCG,Sales,1898044,774588,32754,58200,6038,632,1462,391304,879812
2023-04-12,Client A - Fashion,Traffic,1300718,619636,50856,26174,0,0,0,0,7476976
2023-04-12,Client A - Fashion,Sales,1448132,555122,170484,41014,7554,1288,1674,1862588,7330064
2023-04-12,Client B - Beauty,Traffic,1146540,694032,74988,63592,0,0,0,0,3442098
2023-04-12,Client B - Beauty,Sales,1330004,622048,63280,52026,14218,888,46,6180310,1032096
2023-04-12,Client C - Fashion,Traffic,1704510,824482,123614,52012,0,0,0,0,2051286
2023-04-12,Client C - Fashion,Sales,287696,413464,89512,44766,19836,1386,1388,12674438,6557088
2023-04-12,Client D - Beauty,Traffic,306256,353144,172198,25100,0,0,0,0,841996
2023-04-12,Client D - Beauty,Sales,779330,551146,93674,36142,14716,1670,508,7044556,6663134
2023-04-12,Client E - FMCG,Traffic,1875382,694796,58650,56322,0,0,0,0,1262722
2023-04-12,Client E - FMCG,Sales,667194,347428,21700,25198,13814,1482,1574,14725590,4604570
2023-04-12,Client F - FMCG,Traffic,1820578,625098,50934,26460,0,0,0,0,524738
2023-04-12,Client F - FMCG,Sales,227558,639248,123034,29178,2976,1238,1482,3136706,1908764
2023-04-13,Client A - Fashion,Traffic,1480662,761738,55854,46196,0,0,0,0,3855348
2023-04-13,Client A - Fashion,Sales,261992,456216,146804,10838,13316,1282,1596,1916086,7584178
2023-04-13,Client B - Beauty,Traffic,1567774,287480,130638,31778,0,0,0,0,4083276
2023-04-13,Client B - Beauty,Sales,1845628,888232,142488,54642,9920,1182,496,648596,280426
2023-04-13,Client C - Fashion,Traffic,1460298,784006,58796,20352,0,0,0,0,9060818
2023-04-13,Client C - Fashion,Sales,918954,342554,111490,50672,9644,904,288,3515484,222644
2023-04-13,Client D - Beauty,Traffic,729124,236046,76618,93642,0,0,0,0,287736
2023-04-13,Client D - Beauty,Sales,1552900,846274,89300,27898,4892,1492,1856,12080066,3207646
2023-04-13,Client E - FMCG,Traffic,1899438,121508,152558,92640,0,0,0,0,5090670
2023-04-13,Client E - FMCG,Sales,325472,919200,80158,73614,13054,1552,408,1467166,2265704
2023-04-13,Client F - FMCG,Traffic,1111760,434940,71540,22886,0,0,0,0,9509354
2023-04-13,Client F - FMCG,Sales,1461004,847732,89580,67792,13176,1242,468,14059142,4302468
2023-04-14,Client A - Fashion,Traffic,838440,914904,199002,36548,0,0,0,0,2766824
2023-04-14,Client A - Fashion,Sales,1048958,100428,98454,62234,6626,204,534,3432070,9944068
2023-04-14,Client B - Beauty,Traffic,1288374,990224,61246,85880,0,0,0,0,5888568
2023-04-14,Client B - Beauty,Sales,1465612,329168,110730,75096,4986,1534,618,5048968,6390696
2023-04-14,Client C - Fashion,Traffic,926584,186918,164516,57522,0,0,0,0,9970642
2023-04-14,Client C - Fashion,Sales,1572080,933916,97650,90236,6244,1160,1634,1565162,5558460
2023-04-14,Client D - Beauty,Traffic,381468,949916,44746,56132,0,0,0,0,3305076
2023-04-14,Client D - Beauty,Sales,886988,354166,95114,97756,15668,1172,172,8032482,3923038
2023-04-14,Client E - FMCG,Traffic,1323946,687260,168114,91342,0,0,0,0,6437706
2023-04-14,Client E - FMCG,Sales,1924692,117072,99582,62464,17054,1682,276,7670536,6995290
2023-04-14,Client F - FMCG,Traffic,1139494,301872,173686,56160,0,0,0,0,4626430
2023-04-14,Client F - FMCG,Sales,259150,115542,98644,40958,12368,766,296,15102844,1509982
2023-04-15,Client A - Fashion,Traffic,1747204,192330,48900,32706,0,0,0,0,6605300
2023-04-15,Client A - Fashion,Sales,1200906,788510,186868,74622,6532,1172,1900,2693358,4834478
2023-04-15,Client B - Beauty,Traffic,334160,906806,106474,94078,0,0,0,0,1515740
2023-04-15,Client B - Beauty,Sales,857232,435844,103860,48634,12670,1232,1152,7425788,1859184
2023-04-15,Client C - Fashion,Traffic,903868,725420,79350,75676,0,0,0,0,8463360
2023-04-15,Client C - Fashion,Sales,1667716,567628,70636,94482,10376,1054,1932,12349164,7828754
2023-04-15,Client D - Beauty,Traffic,1536946,425368,102516,91660,0,0,0,0,7042894
2023-04-15,Client D - Beauty,Sales,832678,743598,49436,12404,6646,516,790,8179702,9785694
2023-04-15,Client E - FMCG,Traffic,902960,184774,22768,97154,0,0,0,0,6043600
2023-04-15,Client E - FMCG,Sales,1652724,639580,83466,28728,12286,994,1388,6386320,2800634
2023-04-15,Client F - FMCG,Traffic,763932,365706,158374,19986,0,0,0,0,1371818
2023-04-15,Client F - FMCG,Sales,1442226,334230,182078,27718,18448,1814,1182,9901430,2427096
2023-04-16,Client A - Fashion,Traffic,792056,679950,45104,59478,0,0,0,0,6334842
2023-04-16,Client A - Fashion,Sales,205736,252892,64020,49966,17012,358,134,740026,844922
2023-04-16,Client B - Beauty,Traffic,1939086,984478,108146,97040,0,0,0,0,2264526
2023-04-16,Client B - Beauty,Sales,374950,626452,195602,61762,8598,1086,56,12261944,4574128
2023-04-16,Client C - Fashion,Traffic,978092,176520,40786,84976,0,0,0,0,6276900
2023-04-16,Client C - Fashion,Sales,855788,206236,121550,36408,8456,204,1938,9299272,8129946
2023-04-16,Client D - Beauty,Traffic,985264,817674,194078,51276,0,0,0,0,2262642
2023-04-16,Client D - Beauty,Sales,1947936,744764,79312,60986,10012,1800,540,5838890,6954668
2023-04-16,Client E - FMCG,Traffic,1165500,138020,49730,47430,0,0,0,0,7674402
2023-04-16,Client E - FMCG,Sales,1423414,978468,86078,47146,5944,1852,800,4471578,7147826
2023-04-16,Client F - FMCG,Traffic,879938,218696,153920,67600,0,0,0,0,686060
2023-04-16,Client F - FMCG,Sales,532682,584284,21048,37090,12420,804,1704,14413604,8044436
2023-04-17,Client A - Fashion,Traffic,1177156,137014,20934,68972,0,0,0,0,6186256
2023-04-17,Client A - Fashion,Sales,1075474,556732,95546,39822,2974,1484,678,8410390,6626840
2023-04-17,Client B - Beauty,Traffic,1241520,296144,108320,70340,0,0,0,0,4658444
2023-04-17,Client B - Beauty,Sales,1047800,801100,104940,95452,5880,1160,80,13242022,919014
2023-04-17,Client C - Fashion,Traffic,970674,129406,159068,24058,0,0,0,0,8238520
2023-04-17,Client C - Fashion,Sales,677184,453598,20528,29216,14002,1408,882,360516,4365622
2023-04-17,Client D - Beauty,Traffic,302508,776242,88756,29002,0,0,0,0,1126702
2023-04-17,Client D - Beauty,Sales,1452648,949780,75776,22798,9542,250,62,11216460,9240962
2023-04-17,Client E - FMCG,Traffic,385366,472890,75698,32090,0,0,0,0,3924248
2023-04-17,Client E - FMCG,Sales,1393416,367264,27566,33034,5082,1704,736,13258280,3647552
2023-04-17,Client F - FMCG,Traffic,337288,318956,101444,13982,0,0,0,0,381754
2023-04-17,Client F - FMCG,Sales,1022566,522840,105862,73248,7280,1634,806,5937112,1956054
2023-04-18,Client A - Fashion,Traffic,1835756,895468,108624,81998,0,0,0,0,9749076
2023-04-18,Client A - Fashion,Sales,961870,228292,29246,64726,17524,530,380,9162648,4932502
2023-04-18,Client B - Beauty,Traffic,1623820,867670,47932,22716,0,0,0,0,5762502
2023-04-18,Client B - Beauty,Sales,765986,655820,125010,37048,19838,448,1138,14749482,8991498
2023-04-18,Client C - Fashion,Traffic,1470766,287780,103980,86692,0,0,0,0,3868848
2023-04-18,Client C - Fashion,Sales,205486,155448,38822,21580,9906,1966,210,14971918,477530
2023-04-18,Client D - Beauty,Traffic,825926,838390,158316,85310,0,0,0,0,9382338
2023-04-18,Client D - Beauty,Sales,556698,209598,191932,34980,19248,596,1064,1204446,8773392
2023-04-18,Client E - FMCG,Traffic,232820,470808,168444,67534,0,0,0,0,8595454
2023-04-18,Client E - FMCG,Sales,330532,811494,73432,29780,16934,1332,1114,4037220,3667956
2023-04-18,Client F - FMCG,Traffic,1828404,676502,189366,16726,0,0,0,0,4470126
2023-04-18,Client F - FMCG,Sales,1279122,318478,84700,41854,19152,1558,888,15569576,5517446
2023-04-19,Client A - Fashion,Traffic,1196784,150188,185850,78618,0,0,0,0,2992120
2023-04-19,Client A - Fashion,Sales,1271760,429284,53606,21086,19914,990,732,3534908,2480516
2023-04-19,Client B - Beauty,Traffic,1369964,949912,127422,64824,0,0,0,0,457906
2023-04-19,Client B - Beauty,Sales,787352,953722,196210,71098,7698,1906,306,2461616,9314522
2023-04-19,Client C - Fashion,Traffic,1518806,466758,171696,58476,0,0,0,0,5781020
2023-04-19,Client C - Fashion,Sales,422038,765890,196518,62590,7602,1752,1736,9960074,3927438
2023-04-19,Client D - Beauty,Traffic,1679164,620856,69318,67860,0,0,0,0,872202
2023-04-19,Client D - Beauty,Sales,1062544,159960,74670,33312,12796,920,1912,7213650,1299164
2023-04-19,Client E - FMCG,Traffic,751254,155112,194430,96554,0,0,0,0,9139222
2023-04-19,Client E - FMCG,Sales,1801042,205090,70916,71518,15262,1828,416,5724414,5446640
2023-04-19,Client F - FMCG,Traffic,1732768,703748,59288,28374,0,0,0,0,4441300
2023-04-19,Client F - FMCG,Sales,1285712,141012,58782,93646,5320,1432,1884,6247372,4860272
2023-04-20,Client A - Fashion,Traffic,1982810,599266,136536,74932,0,0,0,0,8472916
2023-04-20,Client A - Fashion,Sales,1464850,778552,193522,93072,9084,1728,158,7026628,8076364
2023-04-20,Client B - Beauty,Traffic,676338,125614,166108,20146,0,0,0,0,4588082
2023-04-20,Client B - Beauty,Sales,215458,645972,125630,38886,9154,1412,1940,15460304,2938214
2023-04-20,Client C - Fashion,Traffic,1636006,907812,48330,92266,0,0,0,0,3277426
2023-04-20,Client C - Fashion,Sales,996968,679910,20894,26844,11042,246,1448,2758160,8084150
2023-04-20,Client D - Beauty,Traffic,1241814,511692,23520,21406,0,0,0,0,6390878
2023-04-20,Client D - Beauty,Sales,1906326,152238,51938,68942,7180,1964,1434,13293604,1319560
2023-04-20,Client E - FMCG,Traffic,1838346,621216,159034,87896,0,0,0,0,589750
2023-04-20,Client E - FMCG,Sales,777494,668902,95582,96506,8894,712,1670,13117324,4144324
2023-04-20,Client F - FMCG,Traffic,524254,872530,83042,97330,0,0,0,0,9190388
2023-04-20,Client F - FMCG,Sales,776414,603452,182262,99510,16678,408,1544,12757038,2206604
2023-04-21,Client A - Fashion,Traffic,587602,607990,44690,22200,0,0,0,0,6595662
2023-04-21,Client A - Fashion,Sales,1080944,781798,141358,90178,4852,344,1574,4193410,2341258
2023-04-21,Client B - Beauty,Traffic,738082,175470,78636,47234,0,0,0,0,8568308
2023-04-21,Client B - Beauty,Sales,1762562,297688,61236,29578,5474,956,1818,2448752,1395354
2023-04-21,Client C - Fashion,Traffic,1454532,727528,126556,71030,0,0,0,0,5169438
2023-04-21,Client C - Fashion,Sales,1440362,900176,195552,29794,7884,1516,480,10886458,8656304
2023-04-21,Client D - Beauty,Traffic,1283840,721346,112910,23658,0,0,0,0,8932766
2023-04-21,Client D - Beauty,Sales,968986,811678,192016,38736,15224,1716,830,9509032,7431946
2023-04-21,Client E - FMCG,Traffic,511942,271302,186428,92002,0,0,0,0,8247382
2023-04-21,Client E - FMCG,Sales,1490676,596626,77220,54120,5024,1288,46,6320620,9056404
2023-04-21,Client F - FMCG,Traffic,1336544,408508,179624,74486,0,0,0,0,2207066
2023-04-21,Client F - FMCG,Sales,691280,332252,42482,17788,12236,484,1258,1739674,320038
2023-04-22,Client A - Fashion,Traffic,814648,783828,132484,25526,0,0,0,0,2381236
2023-04-22,Client A - Fashion,Sales,1058596,141014,58350,42010,11074,710,1594,3299754,4839804
2023-04-22,Client B - Beauty,Traffic,217734,114600,190586,51616,0,0,0,0,5388888
2023-04-22,Client B - Beauty,Sales,1560172,998320,22736,74180,15318,1042,1940,5872996,5392088
2023-04-22,Client C - Fashion,Traffic,673296,276268,198130,28804,0,0,0,0,3180446
2023-04-22,Client C - Fashion,Sales,1961610,639622,187896,56286,10476,872,1826,8608280,2658116
2023-04-22,Client D - Beauty,Traffic,1374632,158360,40512,73228,0,0,0,0,7997290
2023-04-22,Client D - Beauty,Sales,1851620,410526,163562,53922,10248,1554,1170,6690912,9244716
2023-04-22,Client E - FMCG,Traffic,458694,739654,187286,27908,0,0,0,0,4966272
2023-04-22,Client E - FMCG,Sales,722054,636600,92276,80758,8870,1586,478,3772350,9304644
2023-04-22,Client F - FMCG,Traffic,1768442,776940,36616,94354,0,0,0,0,3879774
2023-04-22,Client F - FMCG,Sales,766894,628362,168638,69518,14582,1474,880,3004024,4525238
2023-04-23,Client A - Fashion,Traffic,1861644,727772,56092,56652,0,0,0,0,1445700
2023-04-23,Client A - Fashion,Sales,902372,908758,181196,84362,15372,786,1150,14643426,1078562
2023-04-23,Client B - Beauty,Traffic,1921046,205598,90980,38208,0,0,0,0,918948
2023-04-23,Client B - Beauty,Sales,822050,977186,148626,12560,3102,1370,1980,1120382,8534036
2023-04-23,Client C - Fashion,Traffic,1466596,580110,89346,62854,0,0,0,0,3423598
2023-04-23,Client C - Fashion,Sales,655436,786514,51648,65104,5234,1262,1254,10470454,8159354
2023-04-23,Client D - Beauty,Traffic,930264,935418,160600,34782,0,0,0,0,6294360
2023-04-23,Client D - Beauty,Sales,1588698,651586,49694,57992,19416,1774,368,15481698,5740742
2023-04-23,Client E - FMCG,Traffic,1215562,912744,89592,52286,0,0,0,0,5926992
2023-04-23,Client E - FMCG,Sales,1388294,661878,88674,58304,16260,1334,1384,15124300,7822252
2023-04-23,Client F - FMCG,Traffic,1016102,717732,76128,72256,0,0,0,0,9300222
2023-04-23,Client F - FMCG,Sales,922350,498424,101158,31870,15870,1630,1746,12110180,3104276
2023-04-24,Client A - Fashion,Traffic,1197880,205276,87040,26446,0,0,0,0,6173044
2023-04-24,Client A - Fashion,Sales,1961532,771592,21560,74864,11948,1860,358,3737486,2547138
2023-04-24,Client B - Beauty,Traffic,1915026,448548,188280,25166,0,0,0,0,9300098
2023-04-24,Client B - Beauty,Sales,906616,979072,197366,25418,16096,1984,1576,4459792,472874
2023-04-24,Client C - Fashion,Traffic,1165844,644072,144412,86890,0,0,0,0,3965494
2023-04-24,Client C - Fashion,Sales,1845242,566904,54230,95020,10928,878,496,11096464,226884
2023-04-24,Client D - Beauty,Traffic,1670330,330218,191260,66998,0,0,0,0,9681008
2023-04-24,Client D - Beauty,Sales,635876,139854,103494,47358,18268,1732,920,4797756,8812282
2023-04-24,Client E - FMCG,Traffic,1196740,746338,104390,84336,0,0,0,0,903656
2023-04-24,Client E - FMCG,Sales,1600126,808726,50162,37418,12178,1336,62,3199524,252522
2023-04-24,Client F - FMCG,Traffic,1382942,703768,147288,44122,0,0,0,0,5604948
2023-04-24,Client F - FMCG,Sales,557564,810182,186664,38934,17754,852,1974,10063872,7671816
2023-04-25,Client A - Fashion,Traffic,1473276,475186,71842,53466,0,0,0,0,3942486
2023-04-25,Client A - Fashion,Sales,316320,525210,142814,40006,16386,1650,1614,2549524,7003924
2023-04-25,Client B - Beauty,Traffic,771862,813422,32418,76968,0,0,0,0,4755242
2023-04-25,Client B - Beauty,Sales,1170302,588660,170688,91742,10360,1518,1860,4590972,5110528
2023-04-25,Client C - Fashion,Traffic,1145196,278064,178718,94136,0,0,0,0,6841586
2023-04-25,Client C - Fashion,Sales,965876,260426,33494,10496,15328,1860,794,8658256,9512552
